Anio,Programa,Rol,Grado,region_norm,usuarios_activos,horas_totales,registros
2025,IQP,Estudiante,5to grado,PUERTO PLATA,3,2.6,7
2025,IQP,Estudiante,5to grado,SAN CRISTOBAL,4,3.0,4
2025,IQP,Estudiante,5to grado,SAN FRANCISCO DE MACORIS,2,1.0,2
2025,IQP,Estudiante,5to grado,SAN JUAN DE LA MAGUANA,1,0.4,1
2025,IQP,Estudiante,5to grado,SAN PEDRO DE MACORIS,5,3.1,5
2025,IQP,Estudiante,5to grado,SANTIAGO,3,0.8,3
2025,IQP,Estudiante,5to grado,SANTO DOMINGO,51,50.8,71
2025,IQP,Estudiante,5to grado,Sin ubicación,12,34.4,38
2025,IQP,Estudiante,6to grado,AZUA,15,16.1,27
2025,IQP,Estudiante,6to grado,BAHORUCO,5,2.1,6
2025,IQP,Estudiante,6to grado,BARAHONA,27,17.4,31
2025,IQP,Estudiante,6to grado,COTUI,9,5.4,10
2025,IQP,Estudiante,6to grado,HIGUEY,23,32.0,43
2025,IQP,Estudiante,6to grado,LA VEGA,34,37.6,58
2025,IQP,Estudiante,6to grado,MAO,1,0.3,1
2025,IQP,Estudiante,6to grado,MONTE CRISTI,3,5.2,8
2025,IQP,Estudiante,6to grado,MONTE PLATA,9,7.1,12
2025,IQP,Estudiante,6to grado,NAGUA,4,1.4,4
2025,IQP,Estudiante,6to grado,PUERTO PLATA,10,4.7,10
2025,IQP,Estudiante,6to grado,SAN CRISTOBAL,19,8.0,21
2025,IQP,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,8,3.8,8
2025,IQP,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,12,4.7,12
2025,IQP,Estudiante,6to grado,SAN PEDRO DE MACORIS,32,17.4,35
2025,IQP,Estudiante,6to grado,SANTIAGO,49,24.5,57
2025,IQP,Estudiante,6to grado,SANTO DOMINGO,143,100.0,162
2025,IQP,Estudiante,6to grado,Sin ubicación,240,173.5,307
2025,IQP,Estudiante,No especificado,Sin ubicación,1,1.3,4
2025,IQP,Parent,1er grado,Sin ubicación,1,0.4,1
2025,IQP,Parent,6to grado,Sin ubicación,3,0.8,4
2025,IQP,Parent,No especificado,Sin ubicación,1,0.7,1
2025,IQP,Sin rol,No especificado,Sin ubicación,1,160.0,115
2025,IQS,Admin,6to grado,Sin ubicación,1,1.6,5
2025,IQS,Admin,No especificado,Sin ubicación,1,0.9,3
2025,IQS,Docente,1er grado,AZUA,6,20.5,27
2025,IQS,Docente,1er grado,BAHORUCO,2,7.0,7
2025,IQS,Docente,1er grado,BARAHONA,1,0.2,2
2025,IQS,Docente,1er grado,COTUI,2,3.5,8
2025,IQS,Docente,1er grado,HIGUEY,4,25.0,28
2025,IQS,Docente,1er grado,LA VEGA,9,12.2,16
2025,IQS,Docente,1er grado,MAO,2,7.1,11
2025,IQS,Docente,1er grado,MONTE CRISTI,7,20.3,26
2025,IQS,Docente,1er grado,PUERTO PLATA,5,17.8,27
2025,IQS,Docente,1er grado,SAN CRISTOBAL,3,1.7,5
2025,IQS,Docente,1er grado,SAN FRANCISCO DE MACORIS,4,3.4,5
2025,IQS,Docente,1er grado,SAN JUAN DE LA MAGUANA,2,46.3,54
2025,IQS,Docente,1er grado,SANTIAGO,11,61.8,58
2025,IQS,Docente,1er grado,SANTO DOMINGO,35,74.6,113
2025,IQS,Docente,1er grado,Sin ubicación,41,56.4,96
2025,IQS,Docente,2do grado,SANTO DOMINGO,1,0.2,1
2025,IQS,Docente,3er grado,Sin ubicación,1,0.6,1
2025,IQS,Docente,4to grado,AZUA,101,213.7,279
2025,IQS,Docente,4to grado,BAHORUCO,31,50.9,60
2025,IQS,Docente,4to grado,BARAHONA,94,155.3,230
2025,IQS,Docente,4to grado,COTUI,126,212.8,303
2025,IQS,Docente,4to grado,HIGUEY,95,221.2,261
2025,IQS,Docente,4to grado,LA VEGA,228,418.6,536
2025,IQS,Docente,4to grado,MAO,50,94.4,116
2025,IQS,Docente,4to grado,MONTE CRISTI,97,277.9,358
2025,IQS,Docente,4to grado,MONTE PLATA,51,53.5,77
2025,IQS,Docente,4to grado,NAGUA,79,140.2,185
2025,IQS,Docente,4to grado,PUERTO PLATA,107,205.0,278
2025,IQS,Docente,4to grado,SAN CRISTOBAL,117,243.7,267
2025,IQS,Docente,4to grado,SAN FRANCISCO DE MACORIS,183,277.3,436
2025,IQS,Docente,4to grado,SAN JUAN DE LA MAGUANA,57,108.8,148
2025,IQS,Docente,4to grado,SAN PEDRO DE MACORIS,190,339.4,471
2025,IQS,Docente,4to grado,SANTIAGO,390,867.2,1113
2025,IQS,Docente,4to grado,SANTO DOMINGO,622,1265.5,1616
2025,IQS,Docente,4to grado,Sin ubicación,745,856.8,1463
2025,IQS,Docente,5to grado,SAN PEDRO DE MACORIS,1,0.1,1
2025,IQS,Docente,6to grado,AZUA,2,9.6,9
2025,IQS,Docente,6to grado,BAHORUCO,1,0.0,1
2025,IQS,Docente,6to grado,COTUI,6,2.8,9
2025,IQS,Docente,6to grado,HIGUEY,5,9.1,12
2025,IQS,Docente,6to grado,LA VEGA,7,28.5,23
2025,IQS,Docente,6to grado,MAO,1,1.9,2
2025,IQS,Docente,6to grado,MONTE CRISTI,5,24.0,26
2025,IQS,Docente,6to grado,MONTE PLATA,5,12.6,13
2025,IQS,Docente,6to grado,NAGUA,3,2.3,4
2025,IQS,Docente,6to grado,PUERTO PLATA,3,1.9,5
2025,IQS,Docente,6to grado,SAN CRISTOBAL,3,3.0,3
2025,IQS,Docente,6to grado,SAN FRANCISCO DE MACORIS,10,19.1,23
2025,IQS,Docente,6to grado,SAN PEDRO DE MACORIS,4,11.1,14
2025,IQS,Docente,6to grado,SANTIAGO,16,12.3,26
2025,IQS,Docente,6to grado,SANTO DOMINGO,27,105.1,97
2025,IQS,Docente,6to grado,Sin ubicación,33,44.3,70
2025,IQS,Docente,No especificado,BARAHONA,1,1.3,3
2025,IQS,Docente,No especificado,SAN PEDRO DE MACORIS,1,13.3,6
2025,IQS,Docente,No especificado,SANTIAGO,5,7.1,13
2025,IQS,Docente,No especificado,SANTO DOMINGO,5,6.1,13
2025,IQS,Docente,No especificado,Sin ubicación,7,4.3,14
2025,IQS,Editor,No especificado,SANTIAGO,1,305.5,112
2025,IQS,Estudiante,1er grado,AZUA,20,16.8,59
2025,IQS,Estudiante,1er grado,BAHORUCO,6,6.3,21
2025,IQS,Estudiante,1er grado,BARAHONA,34,45.0,119
2025,IQS,Estudiante,1er grado,COTUI,21,23.9,79
2025,IQS,Estudiante,1er grado,HIGUEY,33,38.3,116
2025,IQS,Estudiante,1er grado,LA VEGA,33,36.0,132
2025,IQS,Estudiante,1er grado,MAO,9,6.4,21
2025,IQS,Estudiante,1er grado,MONTE CRISTI,14,27.2,48
2025,IQS,Estudiante,1er grado,MONTE PLATA,12,17.8,35
2025,IQS,Estudiante,1er grado,NAGUA,16,27.1,53
2025,IQS,Estudiante,1er grado,PUERTO PLATA,10,18.8,38
2025,IQS,Estudiante,1er grado,SAN CRISTOBAL,35,28.2,92
2025,IQS,Estudiante,1er grado,SAN FRANCISCO DE MACORIS,42,54.8,147
2025,IQS,Estudiante,1er grado,SAN JUAN DE LA MAGUANA,20,24.8,63
2025,IQS,Estudiante,1er grado,SAN PEDRO DE MACORIS,39,38.4,107
2025,IQS,Estudiante,1er grado,SANTIAGO,88,107.8,236
2025,IQS,Estudiante,1er grado,SANTO DOMINGO,359,390.4,968
2025,IQS,Estudiante,1er grado,Sin ubicación,245,237.8,698
2025,IQS,Estudiante,2do grado,AZUA,29,23.5,49
2025,IQS,Estudiante,2do grado,BAHORUCO,12,11.0,33
2025,IQS,Estudiante,2do grado,BARAHONA,20,20.7,46
2025,IQS,Estudiante,2do grado,COTUI,26,31.8,55
2025,IQS,Estudiante,2do grado,HIGUEY,30,52.7,82
2025,IQS,Estudiante,2do grado,LA VEGA,29,40.0,75
2025,IQS,Estudiante,2do grado,MAO,3,5.6,10
2025,IQS,Estudiante,2do grado,MONTE CRISTI,35,53.2,102
2025,IQS,Estudiante,2do grado,MONTE PLATA,11,10.4,25
2025,IQS,Estudiante,2do grado,NAGUA,19,27.5,66
2025,IQS,Estudiante,2do grado,PUERTO PLATA,15,13.0,34
2025,IQS,Estudiante,2do grado,SAN CRISTOBAL,35,38.9,82
2025,IQS,Estudiante,2do grado,SAN FRANCISCO DE MACORIS,64,77.4,139
2025,IQS,Estudiante,2do grado,SAN JUAN DE LA MAGUANA,16,17.0,28
2025,IQS,Estudiante,2do grado,SAN PEDRO DE MACORIS,40,52.4,102
2025,IQS,Estudiante,2do grado,SANTIAGO,161,235.0,392
2025,IQS,Estudiante,2do grado,SANTO DOMINGO,290,288.5,603
2025,IQS,Estudiante,2do grado,Sin ubicación,261,263.2,468
2025,IQS,Estudiante,3er grado,AZUA,25,32.7,54
2025,IQS,Estudiante,3er grado,BAHORUCO,11,5.6,14
2025,IQS,Estudiante,3er grado,BARAHONA,57,42.4,91
2025,IQS,Estudiante,3er grado,COTUI,63,264.4,375
2025,IQS,Estudiante,3er grado,HIGUEY,197,351.9,415
2025,IQS,Estudiante,3er grado,LA VEGA,49,59.5,97
2025,IQS,Estudiante,3er grado,MAO,64,40.6,76
2025,IQS,Estudiante,3er grado,MONTE CRISTI,126,190.3,317
2025,IQS,Estudiante,3er grado,MONTE PLATA,47,44.4,73
2025,IQS,Estudiante,3er grado,NAGUA,41,45.5,93
2025,IQS,Estudiante,3er grado,PUERTO PLATA,69,62.2,110
2025,IQS,Estudiante,3er grado,SAN CRISTOBAL,51,64.4,104
2025,IQS,Estudiante,3er grado,SAN FRANCISCO DE MACORIS,270,338.9,485
2025,IQS,Estudiante,3er grado,SAN JUAN DE LA MAGUANA,50,54.5,82
2025,IQS,Estudiante,3er grado,SAN PEDRO DE MACORIS,123,171.7,282
2025,IQS,Estudiante,3er grado,SANTIAGO,1253,3473.2,3715
2025,IQS,Estudiante,3er grado,SANTO DOMINGO,548,943.6,1302
2025,IQS,Estudiante,3er grado,Sin ubicación,982,1345.5,1993
2025,IQS,Estudiante,4to grado,AZUA,79,122.7,194
2025,IQS,Estudiante,4to grado,BAHORUCO,34,39.8,72
2025,IQS,Estudiante,4to grado,BARAHONA,43,66.5,94
2025,IQS,Estudiante,4to grado,COTUI,78,105.8,203
2025,IQS,Estudiante,4to grado,HIGUEY,87,114.6,179
2025,IQS,Estudiante,4to grado,LA VEGA,146,333.2,486
2025,IQS,Estudiante,4to grado,MAO,17,29.5,40
2025,IQS,Estudiante,4to grado,MONTE CRISTI,27,39.3,55
2025,IQS,Estudiante,4to grado,MONTE PLATA,45,39.0,72
2025,IQS,Estudiante,4to grado,NAGUA,96,184.6,259
2025,IQS,Estudiante,4to grado,PUERTO PLATA,29,31.5,71
2025,IQS,Estudiante,4to grado,SAN CRISTOBAL,50,58.5,122
2025,IQS,Estudiante,4to grado,SAN FRANCISCO DE MACORIS,269,290.6,519
2025,IQS,Estudiante,4to grado,SAN JUAN DE LA MAGUANA,104,152.5,238
2025,IQS,Estudiante,4to grado,SAN PEDRO DE MACORIS,104,157.3,215
2025,IQS,Estudiante,4to grado,SANTIAGO,225,318.6,550
2025,IQS,Estudiante,4to grado,SANTO DOMINGO,470,757.9,1130
2025,IQS,Estudiante,4to grado,Sin ubicación,615,928.2,1471
2025,IQS,Estudiante,5to grado,AZUA,16,24.2,64
2025,IQS,Estudiante,5to grado,BAHORUCO,3,2.0,5
2025,IQS,Estudiante,5to grado,BARAHONA,23,34.0,62
2025,IQS,Estudiante,5to grado,COTUI,6,5.0,13
2025,IQS,Estudiante,5to grado,HIGUEY,18,15.5,35
2025,IQS,Estudiante,5to grado,LA VEGA,32,30.7,92
2025,IQS,Estudiante,5to grado,MONTE CRISTI,4,6.7,12
2025,IQS,Estudiante,5to grado,MONTE PLATA,7,6.7,11
2025,IQS,Estudiante,5to grado,NAGUA,21,21.6,31
2025,IQS,Estudiante,5to grado,PUERTO PLATA,48,70.1,144
2025,IQS,Estudiante,5to grado,SAN CRISTOBAL,44,41.3,85
2025,IQS,Estudiante,5to grado,SAN FRANCISCO DE MACORIS,64,74.7,135
2025,IQS,Estudiante,5to grado,SAN JUAN DE LA MAGUANA,24,27.3,47
2025,IQS,Estudiante,5to grado,SAN PEDRO DE MACORIS,22,36.0,47
2025,IQS,Estudiante,5to grado,SANTIAGO,46,70.8,102
2025,IQS,Estudiante,5to grado,SANTO DOMINGO,156,206.9,358
2025,IQS,Estudiante,5to grado,Sin ubicación,201,218.0,408
2025,IQS,Estudiante,6to grado,AZUA,1354,2450.9,4055
2025,IQS,Estudiante,6to grado,BAHORUCO,357,462.8,942
2025,IQS,Estudiante,6to grado,BARAHONA,855,1339.7,2537
2025,IQS,Estudiante,6to grado,COTUI,1133,1681.1,3367
2025,IQS,Estudiante,6to grado,HIGUEY,1412,3149.1,4675
2025,IQS,Estudiante,6to grado,LA VEGA,2122,4399.0,6843
2025,IQS,Estudiante,6to grado,MAO,545,1017.1,1702
2025,IQS,Estudiante,6to grado,MONTE CRISTI,891,1880.4,2997
2025,IQS,Estudiante,6to grado,MONTE PLATA,494,650.1,1302
2025,IQS,Estudiante,6to grado,NAGUA,691,1156.9,2242
2025,IQS,Estudiante,6to grado,PUERTO PLATA,993,1693.0,3386
2025,IQS,Estudiante,6to grado,SAN CRISTOBAL,1431,2380.2,4239
2025,IQS,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,1994,3089.0,5451
2025,IQS,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,939,3162.9,4347
2025,IQS,Estudiante,6to grado,SAN PEDRO DE MACORIS,1971,4629.1,6579
2025,IQS,Estudiante,6to grado,SANTIAGO,4600,9489.6,15407
2025,IQS,Estudiante,6to grado,SANTO DOMINGO,8870,17796.6,28959
2025,IQS,Estudiante,6to grado,Sin ubicación,10418,16950.9,31863
2025,IQS,Estudiante,No especificado,SAN CRISTOBAL,2,3.4,8
2025,IQS,Estudiante,No especificado,SAN JUAN DE LA MAGUANA,1,3.1,3
2025,IQS,Estudiante,No especificado,SANTIAGO,4,5.9,4
2025,IQS,Estudiante,No especificado,SANTO DOMINGO,5,3.6,6
2025,IQS,Estudiante,No especificado,Sin ubicación,2,0.8,3
2025,IQS,Invitado,6to grado,AZUA,1,1.5,7
2025,IQS,Invitado,6to grado,BARAHONA,4,3.2,5
2025,IQS,Invitado,6to grado,LA VEGA,1,20.5,16
2025,IQS,Invitado,6to grado,MONTE CRISTI,1,1.4,6
2025,IQS,Invitado,6to grado,NAGUA,2,7.0,6
2025,IQS,Invitado,6to grado,SAN PEDRO DE MACORIS,1,1.8,4
2025,IQS,Invitado,6to grado,SANTIAGO,5,59.6,50
2025,IQS,Invitado,6to grado,SANTO DOMINGO,29,71.0,102
2025,IQS,Invitado,6to grado,Sin ubicación,1606,2560.4,3731
2025,IQS,Invitado,No especificado,Sin ubicación,1,1.0,3
2025,IQS,Sin rol,No especificado,Sin ubicación,22,30.3,39
2026,IQ512,Coordinador,No especificado,Sin ubicación,1,2.0,6
2026,IQ512,Editor,No especificado,Sin ubicación,1,5.8,10
2026,IQ512,Estudiante,No especificado,AZUA,33,157.7,156
2026,IQ512,Estudiante,No especificado,BAHORUCO,21,91.2,120
2026,IQ512,Estudiante,No especificado,BARAHONA,97,508.8,539
2026,IQ512,Estudiante,No especificado,COTUI,33,275.1,240
2026,IQ512,Estudiante,No especificado,HIGUEY,4,16.3,13
2026,IQ512,Estudiante,No especificado,LA VEGA,22,161.0,151
2026,IQ512,Estudiante,No especificado,MAO,4,5.7,11
2026,IQ512,Estudiante,No especificado,MONTE CRISTI,2,8.7,9
2026,IQ512,Estudiante,No especificado,MONTE PLATA,2,0.3,2
2026,IQ512,Estudiante,No especificado,NAGUA,24,124.2,122
2026,IQ512,Estudiante,No especificado,PUERTO PLATA,7,16.9,28
2026,IQ512,Estudiante,No especificado,SAN CRISTOBAL,20,62.3,72
2026,IQ512,Estudiante,No especificado,SAN FRANCISCO DE MACORIS,4,12.8,18
2026,IQ512,Estudiante,No especificado,SAN JUAN DE LA MAGUANA,31,246.6,220
2026,IQ512,Estudiante,No especificado,SAN PEDRO DE MACORIS,42,210.1,227
2026,IQ512,Estudiante,No especificado,SANTIAGO,12,37.9,53
2026,IQ512,Estudiante,No especificado,SANTO DOMINGO,79,344.3,337
2026,IQ512,Estudiante,No especificado,Sin ubicación,365,852.6,1077
2026,IQP,Coordinador,6to grado,Sin ubicación,1,0.5,1
2026,IQP,Docente,1er grado,Sin ubicación,2,135.2,158
2026,IQP,Docente,4to grado,AZUA,1,0.8,1
2026,IQP,Docente,4to grado,LA VEGA,1,0.1,1
2026,IQP,Docente,4to grado,MAO,1,0.8,1
2026,IQP,Docente,4to grado,PUERTO PLATA,1,0.4,1
2026,IQP,Docente,4to grado,SAN FRANCISCO DE MACORIS,3,0.8,3
2026,IQP,Docente,4to grado,SANTIAGO,2,6.1,9
2026,IQP,Docente,4to grado,SANTO DOMINGO,3,0.7,3
2026,IQP,Docente,4to grado,Sin ubicación,10,11.9,15
2026,IQP,Docente,5to grado,AZUA,4,5.5,5
2026,IQP,Docente,5to grado,BAHORUCO,2,2.4,2
2026,IQP,Docente,5to grado,BARAHONA,4,0.4,4
2026,IQP,Docente,5to grado,COTUI,7,4.6,8
2026,IQP,Docente,5to grado,HIGUEY,4,3.2,5
2026,IQP,Docente,5to grado,LA VEGA,16,23.7,36
2026,IQP,Docente,5to grado,MAO,2,1.3,2
2026,IQP,Docente,5to grado,MONTE CRISTI,8,30.4,31
2026,IQP,Docente,5to grado,MONTE PLATA,2,0.4,2
2026,IQP,Docente,5to grado,NAGUA,1,0.3,1
2026,IQP,Docente,5to grado,PUERTO PLATA,7,31.9,36
2026,IQP,Docente,5to grado,SAN CRISTOBAL,9,22.5,47
2026,IQP,Docente,5to grado,SAN FRANCISCO DE MACORIS,6,5.8,13
2026,IQP,Docente,5to grado,SAN JUAN DE LA MAGUANA,4,1.8,4
2026,IQP,Docente,5to grado,SAN PEDRO DE MACORIS,4,3.1,4
2026,IQP,Docente,5to grado,SANTIAGO,8,18.4,21
2026,IQP,Docente,5to grado,SANTO DOMINGO,54,33.1,66
2026,IQP,Docente,5to grado,Sin ubicación,24,12.2,27
2026,IQP,Docente,6to grado,BARAHONA,1,0.9,1
2026,IQP,Docente,6to grado,COTUI,1,0.6,1
2026,IQP,Docente,6to grado,LA VEGA,1,0.3,1
2026,IQP,Docente,6to grado,MAO,1,0.3,1
2026,IQP,Docente,6to grado,MONTE PLATA,1,0.5,1
2026,IQP,Docente,6to grado,NAGUA,1,10.2,16
2026,IQP,Docente,6to grado,SAN CRISTOBAL,2,1.3,2
2026,IQP,Docente,6to grado,SAN FRANCISCO DE MACORIS,1,0.1,1
2026,IQP,Docente,6to grado,SANTIAGO,1,0.6,1
2026,IQP,Docente,6to grado,SANTO DOMINGO,8,6.5,11
2026,IQP,Docente,6to grado,Sin ubicación,7,2.2,9
2026,IQP,Docente,No especificado,SANTO DOMINGO,2,1.9,2
2026,IQP,Docente,No especificado,Sin ubicación,2,1.8,2
2026,IQP,Estudiante,1er grado,SANTO DOMINGO,5,1.5,5
2026,IQP,Estudiante,1er grado,Sin ubicación,7,3.7,11
2026,IQP,Estudiante,2do grado,AZUA,1,0.8,2
2026,IQP,Estudiante,2do grado,NAGUA,1,0.4,1
2026,IQP,Estudiante,2do grado,SAN FRANCISCO DE MACORIS,1,1.1,1
2026,IQP,Estudiante,2do grado,SANTIAGO,1,0.2,1
2026,IQP,Estudiante,2do grado,SANTO DOMINGO,4,1.5,5
2026,IQP,Estudiante,2do grado,Sin ubicación,2,0.4,2
2026,IQP,Estudiante,3er grado,AZUA,1,1.1,1
2026,IQP,Estudiante,3er grado,COTUI,1,0.3,1
2026,IQP,Estudiante,3er grado,HIGUEY,1,1.8,1
2026,IQP,Estudiante,3er grado,LA VEGA,2,1.0,2
2026,IQP,Estudiante,3er grado,MONTE CRISTI,1,0.5,1
2026,IQP,Estudiante,3er grado,SAN PEDRO DE MACORIS,1,0.7,1
2026,IQP,Estudiante,3er grado,SANTIAGO,3,0.8,3
2026,IQP,Estudiante,3er grado,SANTO DOMINGO,15,13.3,19
2026,IQP,Estudiante,3er grado,Sin ubicación,14,10.0,16
2026,IQP,Estudiante,4to grado,COTUI,1,0.5,1
2026,IQP,Estudiante,4to grado,HIGUEY,1,0.2,1
2026,IQP,Estudiante,4to grado,LA VEGA,3,0.9,3
2026,IQP,Estudiante,4to grado,MONTE CRISTI,2,0.8,3
2026,IQP,Estudiante,4to grado,MONTE PLATA,1,2.7,8
2026,IQP,Estudiante,4to grado,PUERTO PLATA,11,5.5,12
2026,IQP,Estudiante,4to grado,SAN CRISTOBAL,1,0.2,1
2026,IQP,Estudiante,4to grado,SAN FRANCISCO DE MACORIS,2,1.0,2
2026,IQP,Estudiante,4to grado,SAN JUAN DE LA MAGUANA,1,0.3,2
2026,IQP,Estudiante,4to grado,SANTIAGO,1,0.3,1
2026,IQP,Estudiante,4to grado,SANTO DOMINGO,10,8.9,16
2026,IQP,Estudiante,5to grado,AZUA,3,0.9,3
2026,IQP,Estudiante,5to grado,HIGUEY,6,1.9,6
2026,IQP,Estudiante,5to grado,LA VEGA,2,0.9,3
2026,IQP,Estudiante,5to grado,MAO,1,0.5,1
2026,IQP,Estudiante,5to grado,PUERTO PLATA,1,0.8,1
2026,IQP,Estudiante,5to grado,SAN CRISTOBAL,1,0.2,1
2026,IQP,Estudiante,5to grado,SAN FRANCISCO DE MACORIS,1,0.1,1
2026,IQP,Estudiante,5to grado,SANTIAGO,2,0.6,2
2026,IQP,Estudiante,5to grado,SANTO DOMINGO,20,21.9,36
2026,IQP,Estudiante,5to grado,Sin ubicación,1,1.8,2
2026,IQP,Estudiante,6to grado,AZUA,5,2.3,5
2026,IQP,Estudiante,6to grado,BAHORUCO,3,1.2,3
2026,IQP,Estudiante,6to grado,BARAHONA,3,1.2,3
2026,IQP,Estudiante,6to grado,COTUI,5,2.4,5
2026,IQP,Estudiante,6to grado,HIGUEY,2,0.9,2
2026,IQP,Estudiante,6to grado,LA VEGA,2,0.9,2
2026,IQP,Estudiante,6to grado,MAO,1,0.3,1
2026,IQP,Estudiante,6to grado,MONTE CRISTI,2,1.1,2
2026,IQP,Estudiante,6to grado,MONTE PLATA,2,0.3,2
2026,IQP,Estudiante,6to grado,NAGUA,6,3.5,9
2026,IQP,Estudiante,6to grado,PUERTO PLATA,3,2.0,5
2026,IQP,Estudiante,6to grado,SAN CRISTOBAL,6,2.2,7
2026,IQP,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,6,3.5,6
2026,IQP,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,4,2.4,4
2026,IQP,Estudiante,6to grado,SAN PEDRO DE MACORIS,7,5.0,7
2026,IQP,Estudiante,6to grado,SANTIAGO,7,2.7,7
2026,IQP,Estudiante,6to grado,SANTO DOMINGO,50,23.2,55
2026,IQP,Estudiante,6to grado,Sin ubicación,15,8.5,17
2026,IQP,Estudiante,No especificado,Sin ubicación,1,0.0,1
2026,IQP,Parent,No especificado,Sin ubicación,2,6.6,9
2026,IQP,Sin rol,No especificado,SAN CRISTOBAL,1,0.2,1
2026,IQP,Sin rol,No especificado,Sin ubicación,1,48.8,74
2026,IQS,Admin,6to grado,Sin ubicación,1,1.5,4
2026,IQS,Admin,No especificado,Sin ubicación,1,0.0,1
2026,IQS,Docente,1er grado,AZUA,2,12.7,10
2026,IQS,Docente,1er grado,BAHORUCO,1,0.3,1
2026,IQS,Docente,1er grado,BARAHONA,2,2.1,4
2026,IQS,Docente,1er grado,HIGUEY,3,10.2,14
2026,IQS,Docente,1er grado,LA VEGA,4,11.7,18
2026,IQS,Docente,1er grado,MAO,1,1.5,2
2026,IQS,Docente,1er grado,MONTE CRISTI,6,20.4,27
2026,IQS,Docente,1er grado,PUERTO PLATA,3,1.5,5
2026,IQS,Docente,1er grado,SAN CRISTOBAL,1,2.7,6
2026,IQS,Docente,1er grado,SAN FRANCISCO DE MACORIS,3,1.0,4
2026,IQS,Docente,1er grado,SAN JUAN DE LA MAGUANA,1,32.4,29
2026,IQS,Docente,1er grado,SANTIAGO,7,30.9,34
2026,IQS,Docente,1er grado,SANTO DOMINGO,24,88.1,122
2026,IQS,Docente,1er grado,Sin ubicación,16,17.2,32
2026,IQS,Docente,3er grado,Sin ubicación,1,2.5,3
2026,IQS,Docente,4to grado,AZUA,97,198.3,251
2026,IQS,Docente,4to grado,BAHORUCO,49,69.7,86
2026,IQS,Docente,4to grado,BARAHONA,49,52.1,97
2026,IQS,Docente,4to grado,COTUI,75,96.3,188
2026,IQS,Docente,4to grado,HIGUEY,133,184.4,296
2026,IQS,Docente,4to grado,LA VEGA,169,219.6,330
2026,IQS,Docente,4to grado,MAO,54,48.1,76
2026,IQS,Docente,4to grado,MONTE CRISTI,85,241.3,299
2026,IQS,Docente,4to grado,MONTE PLATA,44,41.3,66
2026,IQS,Docente,4to grado,NAGUA,61,80.5,128
2026,IQS,Docente,4to grado,PUERTO PLATA,64,80.7,117
2026,IQS,Docente,4to grado,SAN CRISTOBAL,152,175.5,266
2026,IQS,Docente,4to grado,SAN FRANCISCO DE MACORIS,108,120.4,209
2026,IQS,Docente,4to grado,SAN JUAN DE LA MAGUANA,43,47.7,75
2026,IQS,Docente,4to grado,SAN PEDRO DE MACORIS,165,340.6,447
2026,IQS,Docente,4to grado,SANTIAGO,344,535.5,773
2026,IQS,Docente,4to grado,SANTO DOMINGO,710,1271.0,1598
2026,IQS,Docente,4to grado,Sin ubicación,686,686.9,1242
2026,IQS,Docente,6to grado,AZUA,3,3.9,9
2026,IQS,Docente,6to grado,HIGUEY,3,1.8,4
2026,IQS,Docente,6to grado,LA VEGA,5,31.1,26
2026,IQS,Docente,6to grado,MAO,1,0.5,2
2026,IQS,Docente,6to grado,MONTE CRISTI,3,2.1,7
2026,IQS,Docente,6to grado,NAGUA,2,9.0,10
2026,IQS,Docente,6to grado,PUERTO PLATA,2,7.0,6
2026,IQS,Docente,6to grado,SAN CRISTOBAL,3,4.1,6
2026,IQS,Docente,6to grado,SAN FRANCISCO DE MACORIS,2,4.2,13
2026,IQS,Docente,6to grado,SAN PEDRO DE MACORIS,2,0.8,3
2026,IQS,Docente,6to grado,SANTIAGO,5,12.4,16
2026,IQS,Docente,6to grado,SANTO DOMINGO,17,37.0,41
2026,IQS,Docente,6to grado,Sin ubicación,14,13.3,30
2026,IQS,Docente,No especificado,AZUA,1,0.1,2
2026,IQS,Docente,No especificado,BARAHONA,3,1.0,3
2026,IQS,Docente,No especificado,COTUI,1,0.7,1
2026,IQS,Docente,No especificado,HIGUEY,2,0.6,2
2026,IQS,Docente,No especificado,LA VEGA,5,8.2,15
2026,IQS,Docente,No especificado,MAO,1,0.5,1
2026,IQS,Docente,No especificado,MONTE CRISTI,1,3.4,3
2026,IQS,Docente,No especificado,MONTE PLATA,1,0.8,1
2026,IQS,Docente,No especificado,SAN CRISTOBAL,5,6.1,10
2026,IQS,Docente,No especificado,SAN FRANCISCO DE MACORIS,3,4.4,7
2026,IQS,Docente,No especificado,SAN PEDRO DE MACORIS,4,3.2,4
2026,IQS,Docente,No especificado,SANTIAGO,9,6.7,14
2026,IQS,Docente,No especificado,SANTO DOMINGO,10,7.9,17
2026,IQS,Docente,No especificado,Sin ubicación,14,7.1,16
2026,IQS,Editor,No especificado,SANTIAGO,1,102.4,64
2026,IQS,Estudiante,1er grado,AZUA,25,51.7,108
2026,IQS,Estudiante,1er grado,BAHORUCO,5,6.1,16
2026,IQS,Estudiante,1er grado,BARAHONA,19,23.0,65
2026,IQS,Estudiante,1er grado,COTUI,21,15.3,58
